text,label,pmid,pmcid,fetching_date,cui,normalized_name,normalization_source,url
stomach neoplasms,CANCER,40279559,40279559,2025-08-18 16:17:03.521,C0038356,Stomach Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0038356
humans animals mice,ORGANISM,40279559,40279559,2025-08-18 16:17:03.521,,,,
t-lymphocytes,CELL,40279559,40279559,2025-08-18 16:17:03.521,C0039194,T-Lymphocyte,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0039194
intracellular signaling peptides,IMMATERIAL_ANATOMICAL_ENTITY,40279559,40279559,2025-08-18 16:17:03.521,C1449858,Intracellular Signaling Peptides,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1449858
cell line,CELL,40279559,40279559,2025-08-18 16:17:03.521,C0007600,Cultured Cell Line,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007600
tumor,CANCER,40279559,40279559,2025-08-18 16:17:03.521,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
gsdmd hic1,GENE_OR_GENE_PRODUCT,40279559,40279559,2025-08-18 16:17:03.521,,,,
gastric cancer,CANCER,40279559,40279559,2025-08-18 16:17:03.521,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
malignancies,CANCER,40279559,40279559,2025-08-18 16:17:03.521,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
patients,ORGANISM,40279559,40279559,2025-08-18 16:17:03.521,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
cancer,CANCER,40279559,40279559,2025-08-18 16:17:03.521,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
hic1,GENE_OR_GENE_PRODUCT,40279559,40279559,2025-08-18 16:17:03.521,C1415544,HIC1 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1415544
cell,CELL,40279559,40279559,2025-08-18 16:17:03.521,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
antitumor,CANCER,40279559,40279559,2025-08-18 16:17:03.521,C2986475,Antitumor,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2986475
gsdmd,GENE_OR_GENE_PRODUCT,40279559,40279559,2025-08-18 16:17:03.521,C1539620,GSDMD gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1539620
cell membrane,CELLULAR_COMPONENT,40279559,40279559,2025-08-18 16:17:03.521,C0007603,Plasma membrane,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007603
cd8,GENE_OR_GENE_PRODUCT,40279559,40279559,2025-08-18 16:17:03.521,C0085358,CD8 Antigens,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0085358
humans neoplasms,ORGANISM,40277923,40277923,2025-08-18 16:17:03.745,C1257931,"Mammary Neoplasms, Human",MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1257931
tumor,CANCER,40277923,40277923,2025-08-18 16:17:03.745,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
p53,GENE_OR_GENE_PRODUCT,40277923,40277923,2025-08-18 16:17:03.745,C0080055,Protein p53,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0080055
phosphoric monoester hydrolases reactive oxygen species,SIMPLE_CHEMICAL,40277923,40277923,2025-08-18 16:17:03.745,,,,
cancer,CANCER,40277923,40277923,2025-08-18 16:17:03.745,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
gastric cancer,CANCER,40277923,40277923,2025-08-18 16:17:03.745,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
pancreatic cancer pentose phosphate,CANCER,40277923,40277923,2025-08-18 16:17:03.745,,,,
cancer cells,CELL,40277923,40277923,2025-08-18 16:17:03.745,C0334227,"Tumor cells, malignant",SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0334227
tp53,GENE_OR_GENE_PRODUCT,40277923,40277923,2025-08-18 16:17:03.745,C0079419,TP53 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079419
tigar,GENE_OR_GENE_PRODUCT,40277923,40277923,2025-08-18 16:17:03.745,C1412882,TIGAR gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1412882
cellular,CELL,40277923,40277923,2025-08-18 16:17:03.745,C0178539,Cellular,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0178539
cancer cell,CELL,40277923,40277923,2025-08-18 16:17:03.745,C0334227,"Tumor cells, malignant",SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0334227
early-stage tumors,CANCER,40277923,40277923,2025-08-18 16:17:03.745,C1332114,MANF gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1332114
tissue,TISSUE,40277923,40277923,2025-08-18 16:17:03.745,C0040300,Body tissue,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0040300
cell,CELL,40277923,40277923,2025-08-18 16:17:03.745,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
reactive oxygen species,SIMPLE_CHEMICAL,40277923,40277923,2025-08-18 16:17:03.745,C0162772,Reactive Oxygen Species,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0162772
ros,SIMPLE_CHEMICAL,40277923,40277923,2025-08-18 16:17:03.745,C0289313,rosiglitazone,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0289313
pentose,SIMPLE_CHEMICAL,40277923,40277923,2025-08-18 16:17:03.745,C0030894,Pentoses,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030894
glucose-6-phosphate,SIMPLE_CHEMICAL,40277923,40277923,2025-08-18 16:17:03.745,C0061418,glucose-6-phosphate,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0061418
lipids,SIMPLE_CHEMICAL,40277923,40277923,2025-08-18 16:17:03.745,C0023779,Lipids,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0023779
cancers,CANCER,40277923,40277923,2025-08-18 16:17:03.745,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
tp53 inducible,GENE_OR_GENE_PRODUCT,40277923,40277923,2025-08-18 16:17:03.745,C1540040,TP53INP2 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1540040
humans leukemia,ORGANISM,40277163,40277163,2025-08-18 16:17:03.948,C0023493,Adult T-Cell Lymphoma/Leukemia,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0023493
myeloid,CELL,40277163,40277163,2025-08-18 16:17:03.948,C0439677,Myeloid,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0439677
membrane,CELLULAR_COMPONENT,40277163,40277163,2025-08-18 16:17:03.948,C0025255,Membrane Tissue,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0025255
tumor cell line,CELL,40277163,40277163,2025-08-18 16:17:03.948,C0085983,"Cell Line, Tumor",MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0085983
tumor,CANCER,40277163,40277163,2025-08-18 16:17:03.948,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
aml prrt4,CANCER,40277163,40277163,2025-08-18 16:17:03.948,,,,
prrt4,GENE_OR_GENE_PRODUCT,40277163,40277163,2025-08-18 16:17:03.948,C2828566,PRRT4 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2828566
gastric cancer,CANCER,40277163,40277163,2025-08-18 16:17:03.948,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
pan-cancer,CANCER,40277163,40277163,2025-08-18 16:17:03.948,C5225362,targeted mrna sequence analysis panel hereditary pan cancer,MEDCIN,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5225362
aml,CANCER,40277163,40277163,2025-08-18 16:17:03.948,C0023467,"Leukemia, Myelocytic, Acute",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0023467
humans lymphoma,ORGANISM,40276842,40276842,2025-08-18 16:17:04.060,C0023493,Adult T-Cell Lymphoma/Leukemia,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0023493
large b-cell,CANCER,40276842,40276842,2025-08-18 16:17:04.060,C0079744,Diffuse Large B-Cell Lymphoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079744
stomach neoplasms,CANCER,40276842,40276842,2025-08-18 16:17:04.060,C0038356,Stomach Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0038356
neoplasm,CANCER,40276842,40276842,2025-08-18 16:17:04.060,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
gastroscopy biopsy lymphoma,CANCER,40276842,40276842,2025-08-18 16:17:04.060,,,,
gastric,ORGAN,40276842,40276842,2025-08-18 16:17:04.060,C1704242,Gastric (qualifier value),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1704242
b-cell lymphoma,CANCER,40276842,40276842,2025-08-18 16:17:04.060,C0079731,B-Cell Lymphomas,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079731
pg-dlbcl,CANCER,40276842,40276842,2025-08-18 16:17:04.060,,,,
tumor,CANCER,40276842,40276842,2025-08-18 16:17:04.060,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
lymphoma,CANCER,40276842,40276842,2025-08-18 16:17:04.060,C0024299,Lymphoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024299
sr,GENE_OR_GENE_PRODUCT,40276842,40276842,2025-08-18 16:17:04.060,,,,
gastric diffuse large b cell lymphoma,CANCER,40276842,40276842,2025-08-18 16:17:04.060,C1335483,Gastric Diffuse Large B-Cell Lymphoma,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1335483
humans stomach neoplasms male,ORGANISM,40275469,40275469,2025-08-18 16:17:04.183,,,,
f18 oxaliplatin,CANCER,40275469,40275469,2025-08-18 16:17:04.183,,,,
tegafur,SIMPLE_CHEMICAL,40275469,40275469,2025-08-18 16:17:04.183,C0016778,tegafur,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0016778
gastric cancer,CANCER,40275469,40275469,2025-08-18 16:17:04.183,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
humans male stomach neoplasms middle,ORGANISM,40275321,40275321,2025-08-18 16:17:04.303,,,,
dna,CELLULAR_COMPONENT,40275321,40275321,2025-08-18 16:17:04.303,C0012854,DNA,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0012854
nuclear,CELLULAR_COMPONENT,40275321,40275321,2025-08-18 16:17:04.303,C0521447,Nuclear (nucleus),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0521447
tumor,CANCER,40275321,40275321,2025-08-18 16:17:04.303,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
gastric cancer,CANCER,40275321,40275321,2025-08-18 16:17:04.303,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
gastric,ORGAN,40275321,40275321,2025-08-18 16:17:04.303,C1704242,Gastric (qualifier value),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1704242
tumors,CANCER,40275321,40275321,2025-08-18 16:17:04.303,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
gastric smarca4-deficient,CANCER,40275321,40275321,2025-08-18 16:17:04.303,,,,
humans stomach neoplasms micrornas cell,ORGANISM,40275296,40275296,2025-08-18 16:17:04.427,,,,
neoplastic mice mice,CANCER,40275296,40275296,2025-08-18 16:17:04.427,,,,
nude signal,ORGANISM,40275296,40275296,2025-08-18 16:17:04.427,,,,
cell,CELL,40275296,40275296,2025-08-18 16:17:04.427,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
membrane,CELLULAR_COMPONENT,40275296,40275296,2025-08-18 16:17:04.427,C0025255,Membrane Tissue,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0025255
tumor cells,CELL,40275296,40275296,2025-08-18 16:17:04.427,C5551176,Tumor cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5551176
mice,ORGANISM,40275296,40275296,2025-08-18 16:17:04.427,C0025914,House mice,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0025914
inbred balb c,CELL,40275296,40275296,2025-08-18 16:17:04.427,C0025919,"Mice, Inbred BALB C",MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0025919
tumor xenograft,CANCER,40275296,40275296,2025-08-18 16:17:04.427,C0917891,Xenograft Model Antitumor Assays,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0917891
cell line,CELL,40275296,40275296,2025-08-18 16:17:04.427,C0007600,Cultured Cell Line,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007600
tumor,CANCER,40275296,40275296,2025-08-18 16:17:04.427,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
gastric cancer,CANCER,40275296,40275296,2025-08-18 16:17:04.427,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
mir-671-5p long non-coding rna pvt1,GENE_OR_GENE_PRODUCT,40275296,40275296,2025-08-18 16:17:04.427,,,,
cancers,CANCER,40275296,40275296,2025-08-18 16:17:04.427,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
human gastric cancer,ORGANISM,40275296,40275296,2025-08-18 16:17:04.427,C4286554,"IVD Panels, Human Genetics, Cancer, Familial, Gastric",UMD,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4286554
humans stomach neoplasms tumor,ORGANISM,40275059,40275059,2025-08-18 16:17:04.580,,,,
tumor phagocytosis gene expression profiling,GENE_OR_GENE_PRODUCT,40275059,40275059,2025-08-18 16:17:04.580,,,,
macrophages,CELL,40275059,40275059,2025-08-18 16:17:04.580,C1550652,Specimen Type - Macrophages,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1550652
aged,GENE_OR_GENE_PRODUCT,40275059,40275059,2025-08-18 16:17:04.580,C1999167,Old age,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1999167
gastric cancer immune,CANCER,40275059,40275059,2025-08-18 16:17:04.580,,,,
single-cell,CELL,40275059,40275059,2025-08-18 16:17:04.580,C5554878,Single Cell Specimen,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5554878
gastric cancer,CANCER,40275059,40275059,2025-08-18 16:17:04.580,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
malignant tumor,CANCER,40275059,40275059,2025-08-18 16:17:04.580,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
tumor,CANCER,40275059,40275059,2025-08-18 16:17:04.580,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
ergs,CELLULAR_COMPONENT,40275059,40275059,2025-08-18 16:17:04.580,C0180683,Electroretinograph (device),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0180683
ergs,CELL,40275059,40275059,2025-08-18 16:17:04.580,C0180683,Electroretinograph (device),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0180683
patients,ORGANISM,40275059,40275059,2025-08-18 16:17:04.580,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
cell,CELL,40275059,40275059,2025-08-18 16:17:04.580,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
ergs,SIMPLE_CHEMICAL,40275059,40275059,2025-08-18 16:17:04.580,C0180683,Electroretinograph (device),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0180683
patient,ORGANISM,40275059,40275059,2025-08-18 16:17:04.580,C1705908,Veterinary Patient,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1705908
immune cell,CELL,40275059,40275059,2025-08-18 16:17:04.580,C4330475,Immune Cell,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4330475
tumour,CANCER,40275059,40275059,2025-08-18 16:17:04.580,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
humans,ORGANISM,40274948,40274948,2025-08-18 16:17:04.728,C0086418,Homo sapiens,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0086418
polyesters,GENE_OR_GENE_PRODUCT,40274948,40274948,2025-08-18 16:17:04.728,C0032474,Polyesters,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0032474
stomach neoplasms nanoparticles doxorubicin cell line,CANCER,40274948,40274948,2025-08-18 16:17:04.728,,,,
tumor histamine cell,CELL,40274948,40274948,2025-08-18 16:17:04.728,,,,
dna,CELLULAR_COMPONENT,40274948,40274948,2025-08-18 16:17:04.728,C0012854,DNA,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0012854
gastric cancer,CANCER,40274948,40274948,2025-08-18 16:17:04.728,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
cancer-related,CANCER,40274948,40274948,2025-08-18 16:17:04.728,C2826292,Related to Cancer,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2826292
nps,CANCER,40274948,40274948,2025-08-18 16:17:04.728,C1836075,NPS gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1836075
cancer cells,CELL,40274948,40274948,2025-08-18 16:17:04.728,C0334227,"Tumor cells, malignant",SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0334227
anti-tumor,CANCER,40274948,40274948,2025-08-18 16:17:04.728,C0003392,Antineoplastic Agents,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0003392
anti-cancer,CANCER,40274948,40274948,2025-08-18 16:17:04.728,C1121049,anti-cancer number one,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1121049
cancer-associated,CANCER,40274948,40274948,2025-08-18 16:17:04.728,C0730307,Cancer-Associated Retinopathy,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0730307
doxorubicin,SIMPLE_CHEMICAL,40274948,40274948,2025-08-18 16:17:04.728,C0013089,doxorubicin,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0013089
dox,SIMPLE_CHEMICAL,40274948,40274948,2025-08-18 16:17:04.728,C0701182,DOX-SL,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0701182
histamine,SIMPLE_CHEMICAL,40274948,40274948,2025-08-18 16:17:04.728,C0019588,histamine,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0019588
dox-loaded,SIMPLE_CHEMICAL,40274948,40274948,2025-08-18 16:17:04.728,,,,
human gastric cancer cells,ORGANISM,40274948,40274948,2025-08-18 16:17:04.728,,,,
ags,CANCER,40274948,40274948,2025-08-18 16:17:04.728,C0302280,Adrenogenital Syndrome,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0302280
cell,CELL,40274948,40274948,2025-08-18 16:17:04.728,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
intracellular,IMMATERIAL_ANATOMICAL_ENTITY,40274948,40274948,2025-08-18 16:17:04.728,C0178719,Intracellular,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0178719
lymphocytes,CELL,40274948,40274948,2025-08-18 16:17:04.728,C1550651,Specimen Type - Lymphocytes,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1550651
gastric cancer cells,CELL,40274948,40274948,2025-08-18 16:17:04.728,C4076910,GMBP1 peptide,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4076910
4-hydroxynonenal,SIMPLE_CHEMICAL,40274948,40274948,2025-08-18 16:17:04.728,C5708887,4-Hydroxynonenal Measurement,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5708887
4hne,SIMPLE_CHEMICAL,40274948,40274948,2025-08-18 16:17:04.728,,,,
cell monolayer,CELL,40274948,40274948,2025-08-18 16:17:04.728,,,,
icam-1,GENE_OR_GENE_PRODUCT,40274948,40274948,2025-08-18 16:17:04.728,C0063695,Intercellular adhesion molecule 1,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0063695
anticancer,CANCER,40274948,40274948,2025-08-18 16:17:04.728,C1548818,Anticancer Drugs - Consent type,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1548818
immunocompetent cells,CELL,40274948,40274948,2025-08-18 16:17:04.728,,,,
nlr,GENE_OR_GENE_PRODUCT,40274924,40274924,2025-08-18 16:17:05.023,C4277661,NLR Proteins,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4277661
pyrin domain-containing 3,GENE_OR_GENE_PRODUCT,40274924,40274924,2025-08-18 16:17:05.023,C4255055,"NLR Family, Pyrin Domain-Containing 3 Protein",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4255055
humans stomach neoplasms inflammasomes antigens,ORGANISM,40274924,40274924,2025-08-18 16:17:05.023,,,,
helicobacter pylori tumor,ORGANISM,40274924,40274924,2025-08-18 16:17:05.023,C1622219,"Tipalpha protein, Helicobacter pylori",MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1622219
helicobacter infections female middle aged,ORGANISM,40274924,40274924,2025-08-18 16:17:05.023,,,,
cell line,CELL,40274924,40274924,2025-08-18 16:17:05.023,C0007600,Cultured Cell Line,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007600
tumor helicobacter pylori gastric cancer immune,CANCER,40274924,40274924,2025-08-18 16:17:05.023,,,,
nlrp3,GENE_OR_GENE_PRODUCT,40274924,40274924,2025-08-18 16:17:05.023,C1424250,NLRP3 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1424250
gastric cancer,CANCER,40274924,40274924,2025-08-18 16:17:05.023,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
helicobacter pylori,ORGANISM,40274924,40274924,2025-08-18 16:17:05.023,C0079488,Helicobacter pylori,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079488
patients,ORGANISM,40274924,40274924,2025-08-18 16:17:05.023,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
h.pylori,ORGANISM,40274924,40274924,2025-08-18 16:17:05.023,C0857590,H.pylori gastrointestinal disease,MDR,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0857590
tumor,CANCER,40274924,40274924,2025-08-18 16:17:05.023,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
caga,GENE_OR_GENE_PRODUCT,40274924,40274924,2025-08-18 16:17:05.023,C1366582,S100A8 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1366582
gastric epithelial cells,CELL,40274924,40274924,2025-08-18 16:17:05.023,C0920185,Hyperplasia of gastric epithelial cells,MDR,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0920185
immune cell,CELL,40274924,40274924,2025-08-18 16:17:05.023,C4330475,Immune Cell,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4330475
tumor immune,CANCER,40274924,40274924,2025-08-18 16:17:05.023,C4727342,Tumor-Infiltrating Immune Cell,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4727342
h. pylori caga-induced,ORGANISM,40274924,40274924,2025-08-18 16:17:05.023,,,,
gastric cancer immune cell,CANCER,40274924,40274924,2025-08-18 16:17:05.023,,,,
stomach neoplasms humans polypyrimidine tract-binding protein,CANCER,40270362,40270362,2025-08-18 16:17:05.340,,,,
mice,ORGANISM,40270362,40270362,2025-08-18 16:17:05.340,C0025914,House mice,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0025914
peritoneal neoplasms cell line,CANCER,40270362,40270362,2025-08-18 16:17:05.340,,,,
